vessel_id,vessel_name,vessel_flag,vessel_type,ssvid,event_start,event_end,duration_hrs,avg_speed_knots,total_distance_km,bbox_area_km2,net_displacement_ratio,lat,lon,dist_shore_km,dist_port_km,in_mpa,in_mpa_no_take,in_mpa_partial,on_high_seas,eez,rfmo,auth_status,potential_risk_flag,mpa_tier_weight,auth_multiplier,high_seas_mult,risk_flag_mult,risk_score
2b8cd9af2-2e3a-32a5-8515-9adfbd0793cb,FU YUAN YU 811,CHN,fishing,412440334,2022-12-31 08:46:01+00:00,2023-01-01 00:36:02+00:00,15.83,3.372,87.93,134.18,0.1894,20.4447,-17.4164,59.0,58.6,0,0,0,0,['8369'],"['IWC', 'NAMMCO', 'SRFC', 'ICCAT', 'ACAP']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
bbae180a9-9dea-e752-98cb-bb4b263506a3,LUNG CHIN OYES 1975,MYS,fishing,533991975,2022-12-31 08:46:29+00:00,2023-01-03 03:08:29+00:00,66.37,2.886,346.47,773.96,0.1162,3.9211,99.9512,63.0,62.1,0,0,0,0,['8483'],"['ACAP', 'APFIC', 'SEAFDEC', 'IOTC', 'IWC']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
97a565305-5a4c-5513-1887-37de4085fb6d,ZHEPINGYU80186,CHN,fishing,412433678,2022-12-31 08:47:21+00:00,2023-01-01 10:03:50+00:00,25.27,2.913,102.82,357.3,0.2853,28.545,123.2979,108.0,106.76,0,0,0,0,['8486'],"['APFIC', 'IWC', 'WCPFC', 'ACAP']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
e08c61bc5-52a7-170e-4ad4-c55ddcad424c,ZHELINGYU93033,CHN,fishing,412418499,2022-12-31 08:47:31+00:00,2023-01-01 07:16:16+00:00,22.48,2.114,74.3,224.72,0.3131,28.3995,123.1901,109.0,107.25,0,0,0,0,['8486'],"['WCPFC', 'APFIC', 'ACAP', 'IWC']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
91b7e8b24-49be-c5e9-e8e1-16dfdc9898c8,LURIKAIYU63638,CHN,fishing,412328121,2022-12-31 08:49:09+00:00,2023-01-01 01:07:13+00:00,16.3,0.872,23.87,7.45,0.1687,35.0863,119.9186,48.0,5.85,0,0,0,0,['8486'],"['PICES', 'IWC', 'WCPFC', 'ACAP']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
2aa15375e-e4ff-f9ba-3327-1d9bbca736f4,SELMA-5,MAR,fishing,242283400,2022-12-28 22:17:52+00:00,2023-01-01 07:08:06+00:00,80.84,3.419,507.0,276.79,0.0474,23.4785,-16.4181,39.0,48.52,0,0,0,0,['8368'],"['IWC', 'ACAP', 'NAMMCO', 'ICCAT']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
dddc35ac1-1081-7fcb-829c-5a8ad63bc9fe,SAFINA_MOHD_AWAIS,,fishing,46224047,2022-12-31 09:51:01+00:00,2023-01-01 01:41:16+00:00,15.84,2.102,58.15,983.77,0.9515,24.4418,66.9367,43.0,35.86,0,0,0,0,['8359'],"['IOTC', 'ACAP', 'IWC']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
f258ff6d2-2737-816b-7d78-b34cc4463654,"LUOI%XUAN""PHUC B""6=:",,fishing,942672549,2022-12-31 08:50:05+00:00,2023-01-01 05:23:28+00:00,20.56,2.423,62.22,54.94,0.1761,9.331,107.3541,90.0,106.19,0,0,0,0,['8484'],"['ACAP', 'APFIC', 'IWC', 'SEAFDEC', 'WCPFC']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
b70f1ae67-7358-141c-5122-85f8ac5c756e,LUDONGGANGYU61166,CHN,fishing,412330409,2022-12-31 09:46:56+00:00,2023-01-01 18:31:53+00:00,32.75,2.265,113.8,226.07,0.1933,35.1252,120.1929,61.0,4.27,0,0,0,0,['8486'],"['IWC', 'ACAP', 'WCPFC', 'PICES']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
1dade6629-9e4b-eefc-7754-a62a776804fa,IMULA 0398TLE,LKA,fishing,417039847,2022-12-31 09:46:53+00:00,2023-01-01 01:23:40+00:00,15.61,1.235,30.2,97.02,0.7381,5.8811,80.4581,11.0,14.19,0,0,0,0,['8346'],"['IOTC', 'BOBP-IGO', 'APFIC', 'ACAP', 'IWC']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
b466a74ee-ee81-ef7b-33eb-7004708df794,SUGANYU03466,,fishing,926003466,2022-12-29 17:46:01+00:00,2023-01-01 12:35:53+00:00,66.83,2.072,241.92,298.9,0.1355,34.8316,120.1129,40.0,17.86,0,0,0,0,['8486'],"['WCPFC', 'PICES', 'IWC', 'ACAP']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
68b3cfb37-7e24-298e-648d-5945477b7064,ZHELINGYU96081,CHN,fishing,412417445,2022-12-29 18:55:41+00:00,2023-01-01 03:12:56+00:00,56.29,2.673,256.68,271.72,0.0935,30.3364,122.8977,13.0,13.32,0,0,0,0,['8486'],"['ACAP', 'IWC', 'WCPFC', 'PICES']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
e568efde2-206d-6c93-a4e9-dbfc0bd50d44,JIFENGYU01159,CHN,fishing,412284431,2022-12-28 00:50:10+00:00,2023-01-01 00:09:42+00:00,95.33,2.212,242.56,41.71,0.0386,39.0698,118.0421,16.0,4.45,0,0,0,0,['8486'],"['ACAP', 'WCPFC', 'IWC', 'PICES']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
4595a3d16-6a23-846a-d4a0-b414b31da435,RESILIENT,USA,fishing,367375440,2022-12-28 05:46:39+00:00,2023-01-01 10:39:25+00:00,100.88,4.491,619.19,576.06,0.0577,41.0815,-69.2645,62.0,71.0,0,0,0,0,['8456'],"['IWC', 'ICCAT', 'NAMMCO', 'ACAP', 'NASCO', 'NAFO']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
6456180bf-fe56-2a3c-9a5e-c49ac04f3d3c,INDICO,MOZ,fishing,650205000,2022-12-28 06:10:13+00:00,2023-01-01 03:07:31+00:00,92.95,2.705,429.64,2660.48,0.1705,-25.6556,34.975,132.0,232.09,0,0,0,0,['8347'],"['IWC', 'SWIOFC', 'ACAP', 'CCSBT', 'IOTC']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
154785fb0-00e5-235c-3881-ea9e0fb0d908,B13+[SBQA  Q,DNK,fishing,220202020,2022-12-28 06:54:35+00:00,2023-01-04 04:00:29+00:00,165.1,3.671,878.1,670.67,0.0498,38.0169,121.4596,23.0,11.43,0,0,0,0,['8486'],"['WCPFC', 'PICES', 'ACAP', 'IWC']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
6c067b49f-ff1b-a432-488a-6ccd420735d2,F/V ALEXANDRA,FRA,fishing,227358000,2022-12-28 18:20:58+00:00,2023-01-01 09:35:08+00:00,87.24,3.596,538.98,761.84,0.0884,50.166,-0.0351,58.0,51.87,0,0,0,0,['5677'],"['NAMMCO', 'NEAFC', 'ICCAT', 'IWC', 'NASCO', 'ACAP', 'ICES']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
1f4415bd2-219e-205f-39bc-a243edfa116c,BELLE CARNELL,CAN,fishing,316014090,2022-12-28 19:12:12+00:00,2023-01-02 11:24:38+00:00,112.21,2.922,468.81,68.34,0.0275,44.7071,-57.4667,185.0,230.96,0,0,0,0,['8493'],"['ACAP', 'IWC', 'NASCO', 'ICCAT', 'NAFO', 'NAMMCO']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
bd65040c4-4671-30a0-a896-deff051124f4,MYS NAVARIN,RUS,fishing,273443420,2022-12-28 20:04:40+00:00,2023-01-04 02:56:04+00:00,150.86,1.614,437.8,4154.56,0.209,52.064,159.0326,34.0,116.75,0,0,0,0,['5690'],"['ACAP', 'IWC', 'PICES', 'WCPFC']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
257a8e325-51ff-f417-4cd7-041f4b77e8fa,PRINSISA MRYAM,MRT,fishing,654009300,2022-12-28 20:05:09+00:00,2023-01-01 13:46:31+00:00,89.69,1.626,242.06,737.19,0.1603,19.9651,-17.3425,85.0,105.77,0,0,0,0,['8369'],"['ACAP', 'NAMMCO', 'IWC', 'SRFC', 'ICCAT']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
b529cea41-1fe1-7857-0b7d-0d0d1441b9c2,GOBER CUARTO,ESP,fishing,224068180,2022-12-28 21:03:23+00:00,2023-01-01 17:24:51+00:00,92.36,3.182,528.75,435.0,0.0558,20.0031,-17.2247,57.0,90.15,0,0,0,0,['8369'],"['SRFC', 'IWC', 'ICCAT', 'NAMMCO', 'ACAP']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
8f3f3b4ca-af9c-984a-c808-8d34ababf8a3,ZHEPUYU68282,CHN,fishing,412423428,2022-12-31 10:01:33+00:00,2023-01-01 04:19:21+00:00,18.3,2.45,51.66,6.34,0.0866,30.1688,122.9408,15.0,2.42,0,0,0,0,['8486'],"['WCPFC', 'PICES', 'ACAP', 'IWC']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
eb2b2b30f-f1f6-7c3f-362a-409800057dd3,ZKHX,CHN,fishing,413604001,2022-12-31 09:45:55+00:00,2023-01-01 02:05:19+00:00,16.32,2.778,77.84,160.69,0.2547,19.8976,109.0981,11.0,5.56,0,0,0,0,['8486'],"['IWC', 'ACAP', 'APFIC', 'WCPFC']",not_matching_relevant_public_authorization,0,1.0,2.0,1.0,1.0,2.0
2647ae60d-d2a2-414e-096d-2f28d9d90693,JINN JYI CHYUNNO.66,TWN,fishing,416003724,2022-12-31 08:59:18+00:00,2023-01-01 00:03:01+00:00,15.06,3.993,99.82,765.12,0.398,-24.022,58.9008,418.0,451.57,0,0,0,1,[],"['IWC', 'SIOFA', 'ACAP', 'IOTC', 'CCSBT']",partially_matched,0,1.0,1.5,1.3,1.0,1.95
a77a3a093-33f7-eac9-1805-f4be323af076,KHA YANG NO959,TWN,fishing,416000477,2022-12-31 10:06:27+00:00,2023-01-01 00:20:12+00:00,14.23,3.756,95.63,823.82,0.435,-23.5884,51.605,394.0,484.77,0,0,0,1,[],"['IOTC', 'ACAP', 'IWC', 'CCSBT', 'SIOFA']",partially_matched,0,1.0,1.5,1.3,1.0,1.95
ce17bc731-198c-57c2-49ce-93b344acd557,FONG CHUN NO.136,TWN,fishing,416081500,2022-12-30 13:18:07+00:00,2023-01-01 08:25:10+00:00,43.12,5.292,418.37,5518.27,0.2641,30.803,-139.4696,1740.0,1755.14,0,0,0,1,[],"['PICES', 'ACAP', 'IWC', 'IATTC', 'NPFC']",partially_matched,0,1.0,1.5,1.3,1.0,1.95
880b73e99-9058-9b4b-e771-0ab841887a71,WEN HUNG NO668,TWN,fishing,416000303,2022-12-31 02:03:51+00:00,2023-01-01 01:02:25+00:00,22.98,4.11,166.57,2182.91,0.5767,-24.0324,51.5272,392.0,453.15,0,0,0,1,[],"['IWC', 'CCSBT', 'SIOFA', 'ACAP', 'IOTC']",partially_matched,0,1.0,1.5,1.3,1.0,1.95
65b2a6ff9-9b09-beba-346b-848ac84ff0be,LUWEIYUANYU588,CHN,fishing,412329409,2022-12-31 08:26:43+00:00,2023-01-01 04:04:38+00:00,19.63,5.486,192.6,867.45,0.5323,-23.1638,65.8285,428.0,437.55,0,0,0,1,[],"['SIOFA', 'IOTC', 'ACAP', 'CCSBT', 'IWC']",partially_matched,0,1.0,1.5,1.3,1.0,1.95
7f61e9a86-6ad1-a01e-b32f-5edf92935e7a,CHARLOTTE M,USA,fishing,367512190,2022-12-31 08:47:48+00:00,2023-01-01 05:19:50+00:00,20.53,4.824,149.44,916.86,0.2939,-40.1779,-166.1945,893.0,1342.36,0,0,0,1,[],"['WCPFC', 'ACAP', 'SPRFMO', 'IWC']",partially_matched,0,1.0,1.5,1.3,1.0,1.95
4f2fa36c8-8967-c488-0d63-f58c69bd0c98,DER HAE NO2,TWN,fishing,416229900,2022-12-31 07:58:27+00:00,2023-01-01 03:08:21+00:00,19.16,3.92,145.9,1718.64,0.408,-23.6187,62.4436,461.0,473.9,0,0,0,1,[],"['CCSBT', 'IWC', 'ACAP', 'SIOFA', 'IOTC']",partially_matched,0,1.0,1.5,1.3,1.0,1.95
d3b700524-42b6-641c-5935-dbf2051775ef,DE HAI NO.6,TWN,fishing,416004245,2022-12-31 07:55:24+00:00,2023-01-02 07:59:55+00:00,48.08,4.449,369.19,4887.81,0.2705,-22.9558,60.7078,455.0,467.84,0,0,0,1,[],"['SIOFA', 'CCSBT', 'IWC', 'ACAP', 'IOTC']",partially_matched,0,1.0,1.5,1.3,1.0,1.95
41e0f9c2d-d2f2-9f7a-9f3b-6cbe31cebd73,DE HAI NO.12,TWN,fishing,416002841,2022-12-31 07:51:59+00:00,2023-01-01 04:15:44+00:00,20.4,3.54,112.81,612.81,0.4928,-23.5981,61.9027,482.0,495.39,0,0,0,1,[],"['IOTC', 'ACAP', 'IWC', 'CCSBT', 'SIOFA']",partially_matched,0,1.0,1.5,1.3,1.0,1.95
18fb41814-490c-088f-3b1d-c349c0431be3,MAAN YU FENG NO.2,TWN,fishing,416002151,2022-12-31 07:50:17+00:00,2023-01-01 01:29:06+00:00,17.65,4.108,103.49,707.5,0.4857,-23.4352,60.2128,443.0,481.73,0,0,0,1,[],"['CCSBT', 'IOTC', 'IWC', 'ACAP', 'SIOFA']",partially_matched,0,1.0,1.5,1.3,1.0,1.95
92a3dd048-8850-6c1e-92a0-8d77cc44efe7,SHUI HO CHENG NO.3,TWN,fishing,416004485,2022-12-31 06:53:23+00:00,2023-01-01 03:25:42+00:00,20.54,3.09,123.15,539.31,0.2949,-23.9839,62.3323,499.0,512.21,0,0,0,1,[],"['IWC', 'SIOFA', 'IOTC', 'ACAP', 'CCSBT']",partially_matched,0,1.0,1.5,1.3,1.0,1.95
90dc0cb06-670b-c573-b69e-bd6c1fae6b32,ALISON F,USA,fishing,367534310,2022-12-30 18:26:26+00:00,2023-01-01 00:46:53+00:00,30.34,4.081,182.15,1839.63,0.3426,-40.3849,-165.2242,954.0,1431.53,0,0,0,1,[],"['ACAP', 'IWC', 'SPRFMO', 'WCPFC']",partially_matched,0,1.0,1.5,1.3,1.0,1.95
d7a211938-8d22-2090-ff62-239870064ee3,SHENG FENG NO176,TWN,fishing,416003162,2022-12-31 06:43:42+00:00,2023-01-01 02:41:18+00:00,19.96,3.997,113.3,2133.67,0.6069,33.3909,-150.806,1439.0,1462.62,0,0,0,1,[],"['NPFC', 'WCPFC', 'ACAP', 'PICES', 'IWC', 'NPAFC']",partially_matched,0,1.0,1.5,1.3,1.0,1.95
a63ebdf68-8b06-f160-d2a1-58ef222e5dfb,SHENG LIAN SHIANG 1,TWN,fishing,416004043,2022-12-31 09:57:49+00:00,2023-01-01 03:30:23+00:00,17.54,2.896,60.95,514.81,0.5376,-3.9682,-178.6628,465.0,537.13,0,0,0,1,[],"['ACAP', 'IWC', 'SPRFMO', 'WCPFC']",partially_matched,0,1.0,1.5,1.3,1.0,1.95
7e07c94c4-4ab7-86d2-1075-4d980d0e2a6b,11V8,,fishing,110060322,2022-12-30 22:25:54+00:00,2023-01-01 17:15:49+00:00,42.83,1.904,94.26,743.4,0.4729,-3.7774,-131.3167,1030.0,1055.42,0,0,0,1,[],"['IATTC', 'ACAP', 'SPRFMO', 'IWC']",partially_matched,0,1.0,1.5,1.3,1.0,1.95
4145c52cb-bf62-cef2-8b2e-5a17a24de413,SHUI HO CHENG NO.5,TWN,fishing,416002979,2022-12-31 06:33:32+00:00,2023-01-01 01:26:18+00:00,18.88,5.132,176.14,3402.03,0.59,-23.6184,61.0878,481.0,519.4,0,0,0,1,[],"['CCSBT', 'IWC', 'IOTC', 'ACAP', 'SIOFA']",partially_matched,0,1.0,1.5,1.3,1.0,1.95
68c9b02bc-ced5-7009-1dfe-e64cf81b84fc,11V9,,fishing,110060318,2022-12-30 16:40:47+00:00,2023-01-01 19:49:34+00:00,51.15,2.071,118.41,931.58,0.4129,-3.7813,-131.2354,1027.0,1052.62,0,0,0,1,[],"['SPRFMO', 'IATTC', 'IWC', 'ACAP']",partially_matched,0,1.0,1.5,1.3,1.0,1.95
91da818da-ab9b-1556-e335-ca41831da501,VENTURE K,NZL,fishing,512002694,2022-12-20 18:36:40+00:00,2023-01-02 01:09:11+00:00,294.54,2.735,1418.5,1475.83,0.039,-43.4415,176.2316,226.0,254.9,0,0,0,0,['8455'],"['FFA', 'IWC', 'CCSBT', 'CCSBT-Primary-Area', 'ACAP', 'WCPFC']",partially_matched,0,1.0,1.5,1.0,1.0,1.5
f79d205c9-9eb9-023a-27c4-e5d963043712,SAN TANGAROA,NZL,fishing,512410000,2022-12-24 17:32:36+00:00,2023-01-03 01:55:01+00:00,224.37,2.672,1058.86,4043.87,0.0942,-43.1387,176.6171,210.0,250.87,0,0,0,0,['8455'],"['WCPFC', 'CCSBT', 'FFA', 'IWC', 'ACAP', 'CCSBT-Primary-Area']",partially_matched,0,1.0,1.5,1.0,1.0,1.5
e7b73ed6b-b629-3211-2e69-fb3841abfae9,AMALTAL APOLLO,NZL,fishing,512300107,2022-12-30 09:56:14+00:00,2023-01-01 08:20:36+00:00,46.41,3.397,260.2,1437.35,0.2202,-41.1655,168.9567,239.0,247.41,0,0,0,0,['8455'],"['IWC', 'ACAP', 'CCSBT', 'CCSBT-Primary-Area', 'WCPFC', 'FFA']",partially_matched,0,1.0,1.5,1.0,1.0,1.5
052c2ae07-7a38-b272-4221-b05370f029e2,CLARION,MEX,fishing,345220002,2022-12-31 09:40:52+00:00,2023-01-01 00:46:31+00:00,15.09,0.7,12.67,72.1,0.958,30.4643,-116.5865,49.0,151.24,0,0,0,0,['8429'],"['IWC', 'PICES', 'ACAP', 'IATTC']",partially_matched,0,1.0,1.5,1.0,1.0,1.5
f91d4b65c-cac5-c762-7a8b-21866e583c88,ALBATROSS II,NZL,fishing,512002236,2022-12-31 01:10:50+00:00,2023-01-03 00:37:25+00:00,71.44,2.461,315.95,1071.17,0.1595,-43.3315,-176.3785,25.0,692.41,0,0,0,0,['8455'],"['FFA', 'ACAP', 'WCPFC', 'CCSBT', 'CCSBT-Primary-Area', 'IWC']",partially_matched,0,1.0,1.5,1.0,1.0,1.5
43b59dcf9-9aaf-2af1-52be-d33c594501fe,ANTARCTIC ENDURANCE,NOR,fishing,257400000,2022-12-20 19:40:04+00:00,2023-01-09 14:26:07+00:00,474.77,1.445,1251.61,4670.76,0.1069,-60.3832,-46.2262,5.0,657.46,0,0,0,1,[],"['ACAP', 'CCAMLR', 'IWC']",publicly_authorized,0,1.0,1.0,1.3,1.0,1.3
2b3348d71-138e-ea60-d691-2e3e560e68d5,FU YUAN YU NO.7858,CHN,fishing,412440796,2022-12-31 08:07:13+00:00,2023-01-01 01:17:18+00:00,17.17,3.937,111.01,970.9,0.9115,-3.459,-13.2099,489.0,494.81,0,0,0,1,[],"['ICCAT', 'ACAP', 'IWC']",publicly_authorized,0,1.0,1.0,1.3,1.0,1.3
ee88a93a2-2c47-2b1b-795c-4fdf32f22f0d,BANDAR NELAYAN 156,IDN,fishing,525800788,2022-12-31 00:40:36+00:00,2023-01-01 03:30:49+00:00,26.84,4.163,163.37,1825.24,0.602,-34.2095,101.2638,1272.0,1290.91,0,0,0,1,[],"['SIOFA', 'IWC', 'IOTC', 'ACAP', 'CCSBT-Primary-Area', 'CCSBT']",publicly_authorized,0,1.0,1.0,1.3,1.0,1.3
eda607b66-674e-8e23-60e0-fb1fdf0ecb9c,KM JW 20 MANG RONI,IDN,fishing,525800403,2022-12-31 09:32:46+00:00,2023-01-01 21:53:48+00:00,36.35,3.708,244.14,6468.45,0.9856,-33.8772,100.5263,1338.0,1357.46,0,0,0,1,[],"['CCSBT', 'SIOFA', 'IWC', 'ACAP', 'CCSBT-Primary-Area', 'IOTC']",publicly_authorized,0,1.0,1.0,1.3,1.0,1.3
ff143b5e7-7643-e063-f796-67aadf8cfb4d,RUEY I SHYANG 106,TWN,fishing,416245800,2022-12-31 09:17:11+00:00,2023-01-01 05:12:39+00:00,19.92,4.345,137.54,3442.12,0.6073,-18.6551,-22.9231,724.0,1508.12,0,0,0,1,[],"['IWC', 'ACAP', 'ICCAT']",publicly_authorized,0,1.0,1.0,1.3,1.0,1.3
c3b97fd09-9d59-5b71-d4e4-5c3651c101f7,85KINEIMARU,JPN,fishing,432408000,2022-12-31 07:28:14+00:00,2023-01-01 04:09:23+00:00,20.69,5.084,182.46,4871.48,0.5436,-7.7768,0.0934,982.0,1051.44,0,0,0,1,[],"['ACAP', 'ICCAT', 'IWC']",publicly_authorized,0,1.0,1.0,1.3,1.0,1.3
a17dbd932-26f9-69e1-2707-8731dba755f4,LI HSIANG,TWN,fishing,416005085,2022-12-31 09:14:26+00:00,2023-01-01 18:08:10+00:00,32.9,4.406,280.37,6247.07,0.3992,-20.6485,85.9521,1544.0,1557.51,0,0,0,1,[],"['IOTC', 'ACAP', 'CCSBT', 'IWC', 'SIOFA']",publicly_authorized,0,1.0,1.0,1.3,1.0,1.3
9af98694f-fa9b-f9c6-7aae-552bf6a21849,CHIN LIANG MEI,TWN,fishing,416043500,2022-12-31 09:11:20+00:00,2023-01-01 05:47:04+00:00,20.6,4.008,135.57,1713.38,0.63,-17.005,-33.6162,551.0,674.71,0,0,0,1,[],"['ACAP', 'IWC', 'ICCAT']",publicly_authorized,0,1.0,1.0,1.3,1.0,1.3
dc3c82e7b-b6fa-c42e-e027-adf44d9068e4,BANDAR NELAYAN 36,IDN,fishing,525700743,2022-12-31 06:18:31+00:00,2023-01-01 09:56:11+00:00,27.63,3.204,113.38,914.45,0.3866,-34.2347,102.1652,1194.0,1210.64,0,0,0,1,[],"['CCSBT', 'SIOFA', 'CCSBT-Primary-Area', 'ACAP', 'IWC', 'IOTC']",publicly_authorized,0,1.0,1.0,1.3,1.0,1.3
09c58d57f-f9eb-4ccc-9027-2066b09b72c0,NF EASTERN STAR,SYC,fishing,664086000,2022-12-31 10:09:15+00:00,2023-01-01 03:08:07+00:00,16.98,4.287,124.94,1921.63,0.5037,-4.8776,46.234,483.0,643.28,0,0,0,1,[],"['SIOFA', 'IOTC', 'ACAP', 'IWC']",publicly_authorized,0,1.0,1.0,1.3,1.0,1.3
405705e06-600d-1d16-0604-0fefa7318a80,SHIN SHUEN FAR NO688,TWN,fishing,416241800,2022-12-31 10:03:28+00:00,2023-01-01 02:37:45+00:00,16.57,3.529,105.4,289.13,0.4272,-6.0809,44.4075,421.0,542.58,0,0,0,1,[],"['ACAP', 'IOTC', 'IWC', 'SIOFA']",publicly_authorized,0,1.0,1.0,1.3,1.0,1.3
3d92d0d1e-ed36-e1bd-fd55-3735c2a5485e,SAGA SEA,NOR,fishing,259539000,2022-12-23 03:57:04+00:00,2023-01-02 13:47:05+00:00,249.83,1.501,704.94,5372.61,0.1697,-60.242,-46.4945,34.0,636.87,0,0,0,1,[],"['ACAP', 'IWC', 'CCAMLR']",publicly_authorized,0,1.0,1.0,1.3,1.0,1.3
a293ce07f-fb51-a66c-7f74-4b26cb1e398a,RUEY I SHYANG NO.102,TWN,fishing,416004204,2022-12-31 09:52:52+00:00,2023-01-01 02:12:01+00:00,16.32,4.877,124.9,3865.56,0.7051,-19.1165,-19.6144,1056.0,1386.06,0,0,0,1,[],"['IWC', 'ACAP', 'ICCAT']",publicly_authorized,0,1.0,1.0,1.3,1.0,1.3
9b3a0a8b3-32c8-7619-e02d-ace00ae15c7b,MATSUEI MARU NO28,JPN,fishing,431457000,2022-12-29 07:51:48+00:00,2023-01-01 01:42:28+00:00,65.84,5.34,573.23,2772.0,0.1374,-7.9887,1.2507,889.0,1053.99,0,0,0,1,[],"['ICCAT', 'IWC', 'ACAP']",publicly_authorized,0,1.0,1.0,1.3,1.0,1.3
30d9b617c-c308-b929-1b76-58e5fff68594,SURYA NELAYAN 2,IDN,fishing,525600249,2022-12-31 00:35:31+00:00,2023-01-07 08:31:21+00:00,175.93,3.194,784.56,12016.79,0.2098,-18.7106,111.1545,498.0,475.99,0,0,0,1,[],"['CCSBT', 'ACAP', 'IWC', 'SEAFDEC', 'IOTC']",publicly_authorized,0,1.0,1.0,1.3,1.0,1.3
07ed8dea9-96b7-fef2-7b34-7b82e3e02dca,BANDAR NELAYAN 80,IDN,fishing,525800787,2022-12-31 00:43:01+00:00,2023-01-01 02:03:12+00:00,25.34,3.524,131.18,2032.14,0.5827,-34.1393,101.5071,1258.0,1275.87,0,0,0,1,[],"['IWC', 'SIOFA', 'IOTC', 'CCSBT', 'ACAP', 'CCSBT-Primary-Area']",publicly_authorized,0,1.0,1.0,1.3,1.0,1.3
24a0e0193-365a-611c-8205-8af7d1707009,BANDAR NELAYAN 35,IDN,fishing,525600296,2022-12-31 00:38:07+00:00,2023-01-01 05:38:15+00:00,29.0,4.476,171.38,5219.66,0.6018,-34.1779,101.7589,1259.0,1276.89,0,0,0,1,[],"['ACAP', 'IWC', 'SIOFA', 'CCSBT-Primary-Area', 'CCSBT', 'IOTC']",publicly_authorized,0,1.0,1.0,1.3,1.0,1.3
231981bc0-0d28-6e25-f84a-4589e8039a4e,BANDAR NELAYAN 288,IDN,fishing,525600097,2022-12-31 06:20:26+00:00,2023-01-01 08:02:05+00:00,25.69,3.236,109.69,2968.87,0.7171,-35.6096,103.7728,1066.0,1092.98,0,0,0,1,[],"['CCSBT-Primary-Area', 'IOTC', 'SIOFA', 'ACAP', 'IWC', 'CCSBT']",publicly_authorized,0,1.0,1.0,1.3,1.0,1.3
6f87726c6-6777-3efb-1631-3c0f40785ef4,SURYA NELAYAN,IDN,fishing,525900133,2022-12-30 23:43:42+00:00,2023-01-01 22:48:55+00:00,47.09,3.322,218.5,1253.67,0.2661,-18.7395,111.8689,392.0,359.41,0,0,0,1,[],"['SEAFDEC', 'IOTC', 'ACAP', 'CCSBT', 'IWC']",publicly_authorized,0,1.0,1.0,1.3,1.0,1.3
c00fe216b-b8a9-92c3-dee2-b5f90a68944f,BANDAR NELAYAN 128,IDN,fishing,525800784,2022-12-31 00:27:00+00:00,2023-01-01 04:14:08+00:00,27.79,3.652,108.24,984.55,0.4412,-33.8754,101.4703,1261.0,1276.61,0,0,0,1,[],"['CCSBT-Primary-Area', 'CCSBT', 'SIOFA', 'IWC', 'ACAP', 'IOTC']",publicly_authorized,0,1.0,1.0,1.3,1.0,1.3
63f940fb3-3f32-52e2-b7e5-5bde27cba0a1,TSEFEY,RUS,fishing,273295390,2022-12-26 14:18:28+00:00,2023-01-01 03:11:16+00:00,132.88,3.63,875.71,1824.33,0.0697,71.3262,43.6074,263.0,334.51,0,0,0,0,['5690'],"['ICES', 'NASCO', 'NEAFC', 'ACAP', 'NAMMCO', 'IWC']",publicly_authorized,0,1.0,1.0,1.0,1.0,1.0
5baf7a90b-bb5a-0b93-e15f-cc67f0d2839e,PRESTFJORD,NOR,fishing,257153500,2022-12-31 08:39:05+00:00,2023-01-01 00:34:04+00:00,15.92,3.403,99.98,429.75,0.2928,73.7221,20.0716,82.0,85.53,0,0,0,0,['5686'],"['NAMMCO', 'ICES', 'ACAP', 'NEAFC', 'NASCO', 'IWC']",publicly_authorized,0,1.0,1.0,1.0,1.0,1.0
